央视频道,#genre#
CCTV-10,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949784BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5OuXozn3alq9%2BUx7ZLG1w9aOfkLjZvYj56D3xkOAtSOIoLsdw8c1%2BCwLDg1aS4esN4
CCTV-11,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000053BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Qj2xHA4vdPGsjBbxSL3p%2FmAObVTfznR%2Fpc%2B76QYmLRMuL3Lj9iabhv8arW7kJe6%2F4
CCTV-12,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU
CCTV-13,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000054BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0SuXozn3alq9%2BUx7ZLG1w9awc14iEUxQ5VsTsr5pEBsmF56tXUfsukRUpygmTCKvAI
CCTV-14,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949788BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5PYKFve4MwNzRa0jPXeHjqnp7khdLaCMP6L4QpTf84Oz6DvCG1%2BJ81QvStkxO%2FoGm8
CCTV-15,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000055BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Tdo%2FUL80msfbhDYvoWpNl31Dy7jHvMl%2FzVUrNxhL1ek1YEGVDZ7lCg0LtKJY4Ku%2B8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728afa13b4/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaz%2FyAI9to%2FMBBt%2FivcdSfljJ1%2FqqamWUjAiBAxNssfyBlZUDSXAIMtStS86hRHFuJM
CCTV-4K,http://113.67.164.234:8889/rtp/239.77.0.194:5146#http://183.54.209.177:9999/rtp/239.77.0.194:5146
CCTV-8K,http://113.67.164.234:8889/rtp/239.253.43.106:5146#http://183.54.209.177:9999/rtp/239.253.43.106:5146
兵器科技,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077907bdcd/1.m3u8?m3u8_level=2
第一剧场,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077f5ca035/1.m3u8?m3u8_level=2
风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/1.m3u8?m3u8_level=2
央视台球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380775932cff/1.m3u8?m3u8_level=2
高尔夫网球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807743b61bb/1.m3u8?m3u8_level=2
世界地理,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077a61f4f3/1.m3u8?m3u8_level=2
女性时尚,http://113.67.164.234:8889/rtp/239.253.43.8:5146#http://183.54.209.177:9999/rtp/239.253.43.8:5146
电视指南,http://113.67.164.234:8889/rtp/239.253.43.10:5146#http://183.54.209.177:9999/rtp/239.253.43.10:5146
怀旧剧场,http://113.67.164.234:8889/rtp/239.253.43.5:5146#http://183.54.209.177:9999/rtp/239.253.43.5:5146
风云剧场,http://113.67.164.234:8889/rtp/239.253.43.16:5146#http://183.54.209.177:9999/rtp/239.253.43.16:5146
央视文化精品,http://113.67.164.234:8889/rtp/239.253.43.13:5146#http://183.54.209.177:9999/rtp/239.253.43.13:5146
风云音乐,http://113.67.164.234:8889/rtp/239.253.43.6:5146#http://183.54.209.177:9999/rtp/239.253.43.6:5146
老故事,http://113.67.164.234:8889/rtp/239.77.1.197:5146#http://183.54.209.177:9999/rtp/239.77.1.197:5146
中学生,http://113.67.164.234:8889/rtp/239.77.1.195:5146#http://183.54.209.177:9999/rtp/239.77.1.195:5146
发现之旅,http://113.67.164.234:8889/rtp/239.253.43.127:5146#http://183.54.209.177:9999/rtp/239.253.43.127:5146

卫视频道,#genre#
广东卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN181359BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUW%2B%2FF4NzOzOt3cAWjhMHEuMwoDIwMxbrlyyVy9x6ZDKn1U8f2vJUVL98LlyeZUOMSmC30dkrUFt%2FE8JGKMphXYE
广东珠江,http://113.67.164.234:8889/rtp/239.77.0.1:5146#http://183.54.209.177:9999/rtp/239.77.0.1:5146
广东新闻,http://113.67.164.234:8889/rtp/239.77.0.4:5146#http://183.54.209.177:9999/rtp/239.77.0.4:5146
广东民生,http://113.67.164.234:8889/rtp/239.77.0.5:5146#http://183.54.209.177:9999/rtp/239.77.0.5:5146
广东体育,http://113.67.164.234:8889/rtp/239.77.0.6:5146#http://183.54.209.177:9999/rtp/239.77.0.6:5146
广东影视,http://113.67.164.234:8889/rtp/239.77.0.11:5146#http://183.54.209.177:9999/rtp/239.77.0.11:5146
广东少儿,http://113.67.164.234:8889/rtp/239.77.0.12:5146#http://183.54.209.177:9999/rtp/239.77.0.12:5146
广东综艺 4K,http://113.67.164.234:8889/rtp/239.77.1.237:5146#http://183.54.209.177:9999/rtp/239.77.0.244:5146
潮州综合,http://113.67.164.234:8889/rtp/239.253.43.70:5146#http://183.54.209.177:9999/rtp/239.253.43.70:5146
潮州民生,http://113.67.164.234:8889/rtp/239.253.43.75:5146#http://183.54.209.177:9999/rtp/239.253.43.75:5146
汕头综合,http://113.67.164.234:8889/rtp/239.253.43.45:5146#http://183.54.209.177:9999/rtp/239.253.43.45:5146
汕头经济生活,http://113.67.164.234:8889/rtp/239.253.43.46:5146#http://183.54.209.177:9999/rtp/239.253.43.46:5146
汕头文旅体育,http://113.67.164.234:8889/rtp/239.253.43.47:5146#http://183.54.209.177:9999/rtp/239.253.43.47:5146
中山综合,http://113.67.164.234:8889/rtp/239.253.43.62:5146#http://183.54.209.177:9999/rtp/239.253.43.62:5146
中山教育,http://113.67.164.234:8889/rtp/239.253.43.64:5146#http://183.54.209.177:9999/rtp/239.253.43.61:5146#
凤凰中文,http://183.204.13.237/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://183.204.13.237/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
TVB翡翠台,http://58.87.99.251:8090/HK/tvb/hls.m3u8#http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct
深圳卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN181362BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTYjXE4%2FzHcB4DvaRB5Fv5MwoDIwMxbrlyyVy9x6ZDKneDM0LfUyK1%2BahEGNL2DZu0fEvbcgscnXPl2IbJvqKAk
湖南卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN181358BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUds%2BUtPKX7dYKgp%2FtymOuOt9pHjY5eGh1%2F3MQt0stvVIffnHpm3K91ELxLBLxf9DE3IGliSDUqkfu%2BEzvoBJvtA
浙江卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111130BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUclW6AUI%2FSIO%2Bs%2F9KaqCfRAwoDIwMxbrlyyVy9x6ZDKnvfae09h%2Fzg38THB%2B%2FvaO%2BqCb7fDXq%2F%2BRzM2c4SN6TJM
江苏卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111129BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUcGtOwREJFyiNDdTdcs12AwwoDIwMxbrlyyVy9x6ZDKnBkF6L%2FLitKpXlc5tHW6%2BFmFsnQjgK5quHb1RYo8bFps
东方卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111131BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUaKz9fMrAi6%2FC6MZg8Mm9JQwoDIwMxbrlyyVy9x6ZDKnJ1LnEAwl4s1JgSBXbCxhRiWmveR7x9HhnhsF9G%2Bd4f8
安徽卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3540416BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXv1bCET6%2FGP6LFvnNC2DgGVSARKsxkWGZw7vFUuOj2Qc9XJS6ezvAUx%2FdaE2fSJr3cdTmmqJgNdIzUOCi9%2BOyg
北京卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN181361BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUVKcU8XeU8C9ZEn2TN9C%2BRcwoDIwMxbrlyyVy9x6ZDKnfS6nBeQejvigwfjRd2x%2BU7thmluKAkd%2BIGySvIyq4AU
天津卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3450000BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUZnlX6d6Ukio1jy49XlNnaUAmpLefguRLiOPXiDRWhxHtqJ1Caox489JiEKddi6MNiecVT4WDzN0xwhlk8OSvQg
山东卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN911992BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUYPFYDnFP%2FDAPuH7S4egu%2BwwoDIwMxbrlyyVy9x6ZDKni2tPDnaOO8v3uGUKi1hZOhPazmZ%2B8tgH3leYQIsqfKE
山东教育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
江西卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3468921BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXW3f2sUwP9Bgt6tJshUHYl6RFrn%2FfItZOLbXLG9CvVKOn3P%2BbRKDON3XQg2p1czePDS4wR7j8ZW2%2BKTcTUdq9I
湖北卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN911989BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTjwoxLREP8RbFWdRUM4faswoDIwMxbrlyyVy9x6ZDKnEdPk51m%2FYpbAXpN4hljdv%2Fuo7x98HZteEPqTZvSaqAE
辽宁卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3450001BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUZnlX6d6Ukio1jy49XlNnaV6RFrn%2FfItZOLbXLG9CvVKOdpK010CNswDEcoUF1v%2B2IMStPGOlRBQsPY%2BeXp9d3o
黑龙江卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN181356BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXUvBVoIpV7IZ8uInlLPonswoDIwMxbrlyyVy9x6ZDKn9MTOKFsVhR5Pg7Vvr2jf7Z0qxx5spaZs3xlZNl%2FA5wE
贵州卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN4252663BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdU0MzAxFlzyxwiiSP3V3o4YgTd85YleALR8HHnPHszLOK1g6ts8oU5k12ayN74FbOAmnKUze1Wh5%2FkX5b2rvxw
四川卫视,http://[2409:8087:4c0a:22:1::4]:6610/170000001115/UmaiCHAN3840706BESTVSMGSMG9/index.m3u8?&AuthInfo=iKAcXCX%2F8sSJnr5njfYL%2Bb%2BLLe3iX6MD%2FSG8Auk%2FYIrBUytcDOb9RAYt8ZWjjY0W6uPIF94XCzPjJb9f5ln6UQ%3D%3D
河南卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000044BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QOuXozn3alq9%2BUx7ZLG1w9aOfw%2Ftj8uByLI%2F9b3T9xKHSKRmZDiwMOFotvfGaGd4Uw
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/index.m3u8
重庆卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3840707BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUexeCsKxlG2LwkJhai31bTFVx1a9Sup7dkPMGVMX2%2Byf7FdK%2F47YrMnN4FTTQ%2B1lu6KCMf7MV7FmSuEDyoLe%2Bvo
河北卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN100000002BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUaxEcGF7BsTm3tBZ5QM10A3THYCGyx0KiW2nghgGHiPYyNBht0ohR2xRP7wFZyAPWYATALvCqK4y6nrLdX80fn4
东南卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3540417BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXv1bCET6%2FGP6LFvnNC2DgH0ZQXwaiVktPr6ILPKXqwO%2B40ghr%2F2EQqAw4TSfOQgwgjPkFLBGBm%2FRxwhWL4Q3uM
广西卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000045BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QPdo%2FUL80msfbhDYvoWpNl3Ui3SDbjEyrngRN3z0PFPHWA%2BXaedl3%2F3flCrB%2Fqh7fg
吉林卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000046BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QOVSARKsxkWGZw7vFUuOj2QqUR6TTs3uuC0H2mr3p6fRRazyiEPmSIyh%2BRO1%2BU3q84
陕西卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226457/index.m3u8
山西卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226392/index.m3u8
内蒙古卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226389/index.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/index.m3u8
海南卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN4252684BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUaBeOsoiQC4O7YVlhWLaUupjXkJIrEMFMF2spHJh%2FN1RLi84Ue88x97wZoubXLeSwCFBwRVp81CkC12%2Foosdnmw
宁夏卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN160782BESTVSMGSMG9/index.m3u8?AuthInfo=VtKRdkeghTjoV0%2FuXjlguy0Us6UMJDCWii8ML31CC0fsAIZdxT57mQqRv6kYiTbg070WbacOTjRa6Z%2BkGx7zzQ%3D%3D
西藏卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?IAS
新疆卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN126387BESTVSMGSMG9/index.m3u8?AuthInfo=kXVqgwiFNDsA8L8UADdm1hrJcUqDvxZ7R%2B8bCC6d7DbX2blwpIemcXrx6dm77V9U1Zj%2BQbuo0UKiviA94OiXEA%3D%3D
甘肃卫视,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002160/index.m3u8
兵团卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN126389BESTVSMGSMG9/index.m3u8?AuthInfo=kXVqgwiFNDsA8L8UADdm1g0lb%2BtkfnGmv76VRSC5BUjrd9dcupuLFZtkbnZDW1ncykI0zNYTgRcsAj5Z6uTckA%3D%3D
厦门卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?key=tvbox6_com
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
延边卫视,http://[2409:8087:1a0b:df::4020]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
卡酷少儿,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN164297BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUbM%2BtJ%2FIKUay0816q4f4FPN9pHjY5eGh1%2F3MQt0stvVIcNMY1ycEUDLSM33BfV5mc1yzDtp74FxRG%2BT%2ByX8dhHQ
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0
嘉佳卡通,http://113.67.164.234:8889/rtp/239.77.0.179:5146#http://183.54.209.177:9999/rtp/239.77.0.179:5146
深圳少儿,http://113.67.164.234:8889/rtp/239.77.1.244:5146#http://183.54.209.177:9999/rtp/239.77.1.244:5146
优优宝贝,http://113.67.164.234:8889/rtp/239.253.43.39:5146#http://183.54.209.177:9999/rtp/239.253.43.39:5146
哈哈炫动,http://113.67.164.234:8889/rtp/239.77.1.139:5146#http://183.54.209.177:9999/rtp/239.77.1.139:5146
优漫卡通,http://113.67.164.234:8889/rtp/239.77.1.79:5146#http://183.54.209.177:9999/rtp/239.77.1.79:5146
CETV-1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-3,http://113.67.164.234:8889/rtp/239.77.0.180:5146#http://183.54.209.177:9999/rtp/239.77.0.180:5146
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8

数字频道,#genre#
IPTV1,http://113.67.164.234:8889/rtp/239.77.1.75:5146#http://183.54.209.177:9999/rtp/239.77.1.75:5146
IPTV2,http://113.67.164.234:8889/rtp/239.77.1.63:5146#http://183.54.209.177:9999/rtp/239.77.1.63:5146
IPTV3,http://113.67.164.234:8889/rtp/239.77.1.64:5146#http://183.54.209.177:9999/rtp/239.77.1.64:5146
IPTV4,http://113.67.164.234:8889/rtp/239.77.1.56:5146#http://183.54.209.177:9999/rtp/239.77.1.56:5146
IPTV谍战剧场,http://113.67.164.234:8889/rtp/239.77.0.99:5146#http://183.54.209.177:9999/rtp/239.77.0.99:5146
IPTV相声小品,http://113.67.164.234:8889/rtp/239.77.0.100:5146#http://183.54.209.177:9999/rtp/239.77.0.100:5146
IPTV野外,http://113.67.164.234:8889/rtp/239.77.0.101:5146#http://183.54.209.177:9999/rtp/239.77.0.101:5146
IPTV法治,http://113.67.164.234:8889/rtp/239.77.0.102:5146#http://183.54.209.177:9999/rtp/239.77.0.102:5146
IPTV经典电影,http://113.67.164.234:8889/rtp/239.77.1.89:5146#http://183.54.209.177:9999/rtp/239.77.1.89:5146
IPTV魅力时尚,http://113.67.164.234:8889/rtp/239.77.1.88:5146#http://183.54.209.177:9999/rtp/239.77.1.88:5146
IPTV热播剧场,http://113.67.164.234:8889/rtp/239.77.1.90:5146#http://183.54.209.177:9999/rtp/239.77.1.90:5146
IPTV少儿动画,http://113.67.164.234:8889/rtp/239.77.1.91:5146#http://183.54.209.177:9999/rtp/239.77.1.91:5146
IPTV收视指南,http://113.67.164.234:8889/rtp/239.77.0.111:5146#http://183.54.209.177:9999/rtp/239.77.0.111:5146
爱综艺,http://113.67.164.234:8889/rtp/239.77.0.107:5146#http://183.54.209.177:9999/rtp/239.77.0.107:5146
爱体育,http://113.67.164.234:8889/rtp/239.77.0.176:5146#http://183.54.209.177:9999/rtp/239.77.0.176:5146
爱电影,http://113.67.164.234:8889/rtp/239.77.0.103:5146#http://183.54.209.177:9999/rtp/239.77.0.103:5146
爱大剧,http://113.67.164.234:8889/rtp/239.77.0.105:5146#http://183.54.209.177:9999/rtp/239.77.0.105:5146
CHC影迷电影,http://113.67.164.234:8889/rtp/239.77.0.27:5146#http://183.54.209.177:9999/rtp/239.77.0.27:5146
经典电影,http://113.67.164.234:8889/rtp/239.77.0.104:5146#http://183.54.209.177:9999/rtp/239.77.0.104:5146
魅力时尚,http://113.67.164.234:8889/rtp/239.77.0.110:5146#http://183.54.209.177:9999/rtp/239.77.0.110:5146
热播剧场,http://113.67.164.234:8889/rtp/239.77.0.106:5146#http://183.54.209.177:9999/rtp/239.77.0.106:5146
少儿动画,http://113.67.164.234:8889/rtp/239.77.0.109:5146#http://183.54.209.177:9999/rtp/239.77.0.109:5146
求索纪录,http://113.67.164.234:8889/rtp/239.77.0.21:5146#http://183.54.209.177:9999/rtp/239.77.0.21:5146
求索生活,http://113.67.164.234:8889/rtp/239.77.0.153:5146#http://183.54.209.177:9999/rtp/239.77.0.153:5146
爱上4K,http://113.67.164.234:8889/rtp/239.253.43.219:5146#http://183.54.209.177:9999/rtp/239.253.43.219:5146

影视轮播,#genre#
影视轮播1,http://159.75.85.63:35455/douyu/315457
影视轮播2,http://159.75.85.63:35455/douyu/74374
影视轮播3,http://159.75.85.63:35455/douyu/2935323
影视轮播4,http://159.75.85.63:35455/douyu/434971
影视轮播5,http://159.75.85.63:35455/douyu/3928
影视轮播6,http://159.75.85.63:35455/douyu/122402
影视轮播7,http://159.75.85.63:35455/douyu/20415
影视轮播8,http://159.75.85.63:35455/douyu/323876
影视轮播9,http://159.75.85.63:35455/douyu/96577
影视轮播10,http://159.75.85.63:35455/douyu/8770422
影视轮播11,http://159.75.85.63:35455/douyu/6140589
影视轮播12,http://159.75.85.63:35455/douyu/8814650
影视轮播13,http://159.75.85.63:35455/douyu/263824
影视轮播14,http://159.75.85.63:35455/douyu/9292492
影视轮播15,http://43.138.170.29:35455/douyu/2337939
影视轮播16,http://43.138.170.29:35455/douyu/8722254
影视轮播17,http://43.138.170.29:35455/douyu/8415464
影视轮播18,http://43.138.170.29:35455/douyu/8867878
影视轮播19,https://tv.iill.top/douyu/288016
影视轮播20,https://tv.iill.top/douyu/100
